Year,Donor,Where Donor Lives,Donor's Source of Wealth,Recipient,Recipient Location,Cause,Gift type,Gift Value
2017,Joan Gillings,North Carolina,Health care,U. of North Carolina at Chapel Hill,North Carolina,Colleges and universities,Gift,"$12,000,000 "
2017,James (Jimmy) Rane,,Law,Auburn U. (Ala.),Alabama,Colleges and universities,Pledge,"$12,000,000 "
2017,Carl and Alice Bimel,Ohio,Construction,Cincinnati Art Museum,Ohio,Arts,Bequest,"$11,750,000 "
2017,Grainger Family Descendants Fund (Grainger family),Illinois,Industry,"Duke U. (Durham, N.C.)",North Carolina,Colleges and universities,Gift,"$11,000,000 "
2017,Conrad Prebys and Debbie Turner,California,Construction,San Diego Zoo,California,Zoos and aquariums,Gift,"$11,000,000 "
2017,Kinder Foundation (Richard and Nancy Kinder),Texas,Energy,"Rice U., Houston Education Research Consortium",Texas,Colleges and universities,,"$10,700,000 "
2017,Stephen and Kim Bepler,New York,Finance,Fordham U. (New York),New York,Colleges and universities,Gift,"$10,500,000 "
2017,John and Charlene Kopchick,Ohio,Education,U. of Texas MD Anderson Cancer Center UTHealth Graduate School of Biomedical Sciences (Houston),,Colleges and universities,Gift,"$10,500,000 "
2017,H.F. (Gerry) Lenfest,Pennsylvania,Media and entertainment,Museum of the American Revolution (Philadelphia),Pennsylvania,Museums and libraries,ChallengeGift,"$10,000,000 "
2017,Scott A. Schoen and Nancy W. Adams,Massachusetts,Finance,Spaulding Rehabilitation Network (Boston),Massachusetts,Human and social services,,"$10,000,000 "
2017,Frank J. Guarini,New Jersey,Government,"Dartmouth College (Hanover, N.H.)",New Hampshire,Colleges and universities,Pledge,"$10,000,000 "
2017,Marilyn Davies,,Technology,U. of Houston-Downtown,Texas,Colleges and universities,,"$10,000,000 "
2017,Elaine Nicpon Marieb,Florida,Education,Florida Gulf Coast U. (Fort Myers),Florida,Colleges and universities,Pledge,"$10,000,000 "
2017,Frank Brunckhorst,,Food and beverage,Carnegie Mellon U. (Pittsburgh),Pennsylvania,Colleges and universities,,"$10,000,000 "
2017,Stephen and Janet Booth Zide,New York,Finance,Boston U.,Massachusetts,Colleges and universities,Gift,"$10,000,000 "
2017,David and Julia Koch,New York,Oil,Lucile Packard Children's Hospital Stanford (Calif.),California,Health,,"$10,000,000 "
2017,Bob and Laura Reynolds,,,West Virginia U. (Morgantown),West Virginia,Colleges and universities,,"$10,000,000 "
2017,Earl and Kathryn Congdon Foundation (Earl Congdon),North Carolina,Transportation,High Point Regional Health (N.C.),North Carolina,Health,Gift,"$10,000,000 "
2017,Robert M. and Diane Levy,,Finance,Vanderbilt U. (Nashville),Tennessee,Colleges and universities,,"$10,000,000 "
2017,Anonymous,,,Kansas City Art Institute (Mo.),Missouri,Arts,Gift,"$10,000,000 "
2017,Margaret McDermott,Texas,Family wealth,U. of Texas at Dallas,Texas,Colleges and universities,,"$10,000,000 "
2017,Thompson Family Foundation (Wade F.B. Thompson),Ohio,Manufacturing,Museum of the City of New York,New York,Museums and libraries,Bequest,"$10,000,000 "
2017,Ann Smead and Michael Byram,,Technology,U. of Colorado at Boulder,Colorado,Colleges and universities,,"$10,000,000 "
2017,Raymond A. and Kathryn Eckstein,Florida,Transportation,Marquette U. (Milwaukee),Wisconsin,Colleges and universities,Gift,"$10,000,000 "
2017,Reid Hoffman,California,Technology,"Ethics and Governance of Artificial Intelligence Fund (Cambridge, Mass.)",Massachusetts,Science,Gift,"$10,000,000 "
2017,Anonymous,,,"College of Saint Benedict (St. Joseph, Minn.)",Minnesota,Colleges and universities,,"$10,000,000 "
2017,Robert K. Kraft,Massachusetts,Investments,Combined Jewish Philanthropies (Boston),Massachusetts,Jewish federations,Gift,"$10,000,000 "
2017,Barton and Susan Winokur,Pennsylvania,Law,"Cornell U. (Ithaca, N.Y.)",New York,Colleges and universities,ChallengeGift,"$10,000,000 "
2017,Paul G. Allen Family Foundation (Paul Allen),Washington,Technology,Harvard Medical School (Boston),Massachusetts,Health,Gift,"$10,000,000 "
2017,Hunter Smith Family Foundation (Hunter Jones Smith),Virginia,Energy,U. of Virginia's College at Wise,Virginia,Colleges and universities,GiftMatching,"$10,000,000 "
2017,Orin Smith Family Foundation (Orin Smith),,Food and beverage,Chehalis Foundation for Schools (Wash.),Washington,Education,Gift,"$10,000,000 "
2017,Salazar Family Foundation (Rob and Lola Salazar),Colorado,Health care,U. of Colorado at Denver,Colorado,Colleges and universities,Gift,"$10,000,000 "
2017,Glen de Vries,New York,Pharmaceuticals,Carnegie Mellon U. (Pittsburgh),Pennsylvania,Colleges and universities,Gift,"$10,000,000 "
2017,Richard and Mary Jo Stanley,Iowa,Engineering,U. of Iowa Foundation (Iowa City),Iowa,Colleges and universities,Gift,"$10,000,000 "
2017,Maedell Hoover Broad,Louisiana,Family wealth,Loyola U. New Orleans,Louisiana,Colleges and universities,Bequest,"$10,000,000 "
2017,Morton Harris,Michigan,Manufacturing,Wayne State U. (Detroit),Michigan,Colleges and universities,Pledge,"$10,000,000 "
2017,Joseph Field,Pennsylvania,Media and entertainment,Associated Alumni of the Central High School of Philadelphia,Pennsylvania,Education,Gift,"$10,000,000 "
2017,Jeffrey Gundlach,California,Finance,"Albright-Knox Art Gallery (Buffalo, N.Y.)",New York,Arts,Gift,"$10,000,000 "
2017,Ken and Liz Whitney,,Finance,U. of Delaware (Newark),Delaware,Colleges and universities,Gift,"$10,000,000 "
2017,Stuart and Suzanne Grant,Delaware,Law,U. of Delaware (Newark),Delaware,Colleges and universities,Gift,"$10,000,000 "
2017,Charif Souki,Colorado,Energy,Texas Children's Hospital (Houston),Texas,Health,Pledge,"$10,000,000 "
2017,Michael and Alison Grott Bonney,Massachusetts,Pharmaceuticals,"Bates College (Lewiston, Me.)",Maine,Colleges and universities,Gift,"$10,000,000 "
2017,Louis A. Simpson and Kimberly K. Querrey,Florida,Finance,"Northwestern U., Feinberg School of Medicine (Evanston, Ill.)",Illinois,Colleges and universities,Gift,"$10,000,000 "
2017,Hamon Charitable Foundation (Nancy Blackburn Hamon),Texas,Family wealth,U. of Texas Southwestern Medical Center (Dallas),Texas,Health,Gift,"$10,000,000 "
2017,C. Angus and Margaret Wurtele,Minnesota,Manufacturing,"Smith College (Northampton, Mass.)",Massachusetts,Colleges and universities,Gift,"$10,000,000 "
2017,Cheryl Lockton Williams,Missouri,Insurance,U. of Kansas Health System (Kansas City),Kansas,Health,Gift,"$10,000,000 "
2017,Hall Family Foundation (Donald Hall Jr.),Kansas,Industry,"Nelson-Atkins Museum of Art (Kansas City, Mo.)",Missouri,Arts,Gift,"$10,000,000 "
2017,Bob and Renee Parsons Foundation (Bob and Renee Parsons),Arizona,Technology,"Semper Fi Fund (Oceanside, Calif.)",California,Other groups,GiftChallenge,"$10,000,000 "
2017,Andrew and Barbara Taylor,Missouri,Retail,Washington U. in St. Louis,Missouri,Colleges and universities,GiftChallenge,"$10,000,000 "
2017,George Couch III and Debra Couch,California,Food and beverage,Washington U. School of Medicine in St. Louis,Missouri,Colleges and universities,Gift,"$10,000,000 "
2017,Albert Lepage Foundation (Albert Lepage),,Food and beverage,"St. Mary's Health System (Lewiston, Me.)",Maine,Health,Gift,"$10,000,000 "
2017,David Barger,New York,Transportation,U. of Michigan at Ann Arbor,Michigan,Colleges and universities,Gift,"$10,000,000 "
2017,Cheryl Lockton Williams,Missouri,Insurance,U. of Kansas Health System (Kansas City),Kansas,Health,Gift,"$10,000,000 "
2017,Pickup Family Foundation (Richard Pickup),California,Hotels,"Hoag Hospital Foundation (Newport Beach, Calif.)",California,Health,Gift,"$10,000,000 "
2017,Gambrell Family Foundation (Sarah Belk Gambrell),North Carolina,Retail,Queens U. of Charlotte (N.C.),North Carolina,Colleges and universities,Gift,"$10,000,000 "
2017,Dennis & Phyllis Washington Foundation (Dennis R. and Phyllis Washington),Montana,Investments,U. of Montana Foundation (Missoula),Montana,Colleges and universities,Gift,"$10,000,000 "
2017,Lepage Albert,Maine,Food and beverage,"St. Mary's Health System (Lewiston, Me.)",Maine,Health,Gift,"$10,000,000 "
2017,Bravo Family Foundation (Orlando Bravo),Illinois,Finance,Podemos Puerto Rico (Chicago),Illinois,Human and social services,Pledge,"$10,000,000 "
2017,John Ellison Jr.,North Carolina,Manufacturing,U. of North Carolina at Chapel Hill,North Carolina,Colleges and universities,GiftChallenge,"$10,000,000 "
2017,Cusumano family,California,Real estate,"Providence Saint Joseph Medical Center (Burbank, Calif.)",California,Health,Gift,"$10,000,000 "
2017,Stewart Horejsi,Arizona,Investments,U. of Kansas (Lawrence),Kansas,Colleges and universities,Pledge,"$10,000,000 "
2017,W. Jay Wilkinson,California,,Indiana U. (Indianapolis),Indiana,Colleges and universities,Gift,"$10,000,000 "
2017,Edward Bass,Texas,Finance,"Yale U. (New Haven, Conn.)",Connecticut,Colleges and universities,Gift,"$10,000,000 "
2017,Anonymous,,,"Focused Ultrasound Foundation (Charlottesville, Va.)",Virginia,Health,ChallengeGift,"$10,000,000 "
2017,Michael and Arlette Nelson,Oregon,Industry,U. of Portland (Ore.),Oregon,Colleges and universities,Gift,"$10,000,000 "
2017,Richard (Tod) Spieker,California,Real estate,"Rose Bowl Legacy Foundation (Pasadena, Calif.)",California,Sports and recreation,Gift,"$10,000,000 "
2017,George F. and Sally Haddix,Wisconsin,Corporate finance,Creighton U. (Omaha),Nebraska,Colleges and universities,Gift,"$10,000,000 "
2017,Alec and Jennifer Leischner Litowitz,Illinois,Finance,"Northwestern U. (Evanston, Ill.)",Illinois,Colleges and universities,Pledge,"$10,000,000 "
2017,Arthur McFerrin Jr. and Dorothy McFerrin,Texas,Chemicals,Texas A&M U. (College Station),Texas,Colleges and universities,Bequest,"$10,000,000 "
2017,Philip and Kim Gassett Schiller,California,Technology,"Bowdoin College (Brunswick, Me.)",Maine,Colleges and universities,Gift,"$10,000,000 "
2017,Anonymous,,,"U. of Minnesota Medical School, Duluth",Minnesota,Colleges and universities,Gift,"$10,000,000 "
2017,Leslie Alexander,Texas,,Hurricane Harvey Relief Fund (Houston),Texas,Human and social services,Pledge,"$10,000,000 "
2017,Larry H. Miller & Gail Miller Family Foundation (Larry H. and Gail Miller),Utah,Real estate,Shelter the Homeless (Salt Lake City),Utah,Human and social services,GiftChallenge,"$10,000,000 "
2017,Jane Hardesty Poole,New York,Industry,Washington U. School of Medicine in St. Louis,Missouri,Colleges and universities,Gift,"$10,000,000 "
2017,Alphawood Foundation (Fred Eychaner),Illinois,Media and entertainment,"Unity Temple (Oak Park, Ill.)",Illinois,Historic preservation,Gift,"$10,000,000 "
2017,Jonathan and Steve Tisch,New York,Finance,"The Gunnery (Washington, Conn.)",Connecticut,Education,Gift,"$10,000,000 "
2017,Anonymous,,,Indiana U. (Indianapolis),Indiana,Colleges and universities,Gift,"$10,000,000 "
2017,John and Jeanette McWhirter,Pennsylvania,Chemicals,Pennsylvania State U. (University Park),Pennsylvania,Colleges and universities,Gift,"$10,000,000 "
2017,Ma-Ran Foundation (Randall and Peggy Rollins),Georgia,Chemicals,"Beebe Healthcare (Lewes, Del.)",Delaware,Health,Gift,"$10,000,000 "
2017,Charles Koch Foundation (Charles (Bud) Koch),Ohio,Finance,U. of Utah (Salt Lake City),Utah,Colleges and universities,GiftMatching,"$10,000,000 "
2017,Jeffrey and Marieke Rothschild,California,Technology,Stanford U. School of Medicine (Calif.),California,Health,Gift,"$10,000,000 "
2017,Anonymous,,,"Marin General Hospital (Greenbrae, Calif.)",California,Health,Gift,"$10,000,000 "
2017,Harry Edison Foundation (Andrew Newman),Missouri,Retail,Washington U. School of Medicine in St. Louis,Missouri,Health,Gift,"$10,000,000 "
2017,Andre (Dr. Dre) Young,California,Entertainment,Compton Unified School District (Calif.),California,Education,Pledge,"$10,000,000 "
2017,Anonymous,,,Vanderbilt U. (Nashville),Tennessee,Colleges and universities,,"$10,000,000 "
2017,Leo Meehan,,,"Stonehill College (Easton, Mass.)",Massachusetts,Colleges and universities,,"$10,000,000 "
2017,Seth Ryan,,Investments,Southeastern Louisiana U. (Hammond),Louisiana,Colleges and universities,Bequest,"$10,000,000 "
2017,Timothy Springer,Massachusetts,Education,Institute for Protein Innovation (Boston),Massachusetts,Health,Gift,"$10,000,000 "
2017,David Rockefeller,New York,Family wealth,Americas Society (New York),New York,Public affairs,Bequest,"$10,000,000 "
2017,Robert P. and Joan McGrath,California,Industry,U. of San Francisco,California,Colleges and universities,,"$10,000,000 "
2017,George Lucas Family Foundation (George Lucas),California,Entertainment,"U. of Southern California, School of Cinematic Arts (Los Angeles)",California,Colleges and universities,,"$10,000,000 "
2017,Ken and Julie Moelis,,Finance,"U. of Pennsylvania, Wharton School (Philadelphia)",Pennsylvania,Colleges and universities,,"$10,000,000 "
2017,Moss Foundation (Chad Moss),,Construction,Florida International U. (Miami),Florida,Colleges and universities,,"$10,000,000 "
2017,Winstan and Jacqueline Sellick,,Insurance,Butler U. (Indianapolis),Indiana,Colleges and universities,Bequest,"$9,400,000 "
2017,Chris and Sara Connor,Ohio,Manufacturing,Rock & Roll Hall of Fame (Cleveland),Ohio,Arts,Gift,"$9,000,000 "
2017,Madeleine Rast,California,Investments,National Museum of Women in the Arts (Washington),District of Columbia,Arts,Bequest,"$9,000,000 "
2017,Jackson Dinsdale,Nebraska,Family wealth,Hastings College (Neb.),Nebraska,Colleges and universities,Bequest,"$8,500,000 "
2017,Jim and Andrea Crook,,Investments,"Colby College (Waterville, Me.)",Maine,Colleges and universities,,"$8,300,000 "
2017,Judith Blake,New Hampshire,Marketing,U. of New Hampshire (Durham),New Hampshire,Colleges and universities,Pledge,"$8,000,000 "
2017,Sheldon and Leena Peck,Massachusetts,Health care,"U. of North Carolina at Chapel Hill, Ackland Art Museum",North Carolina,Arts,Gift,"$8,000,000 "
2017,Mary Janvrin and Natalie Janvrin Wiggins,Connecticut,Family wealth,"Community Foundation of Middlesex County (Middletown, Conn.)",Connecticut,Community foundations,Bequest,"$8,000,000 "
2017,Mary Janvrin and Natalie Janvrin Wiggins,Connecticut,Family wealth,Community Foundation of Eastern Connecticut (New London),Connecticut,Community foundations,Bequest,"$8,000,000 "
2017,Sam and Carol Nappi,New York,Energy,"State U. of New York, Upstate Medical U. (Syracuse)",New York,Colleges and universities,Gift,"$8,000,000 "
2017,Larry Leinweber and Claudia Babiarz,Michigan,Technology,U. of Michigan at Ann Arbor,Michigan,Colleges and universities,Gift,"$8,000,000 "
2017,Jay and Linda Grunin Foundation (Jay and Linda Grunin),,Law,"Ocean County College (Toms River, N.J.)",New Jersey,Colleges and universities,,"$8,000,000 "
2017,Harold and Henrietta Lee,California,,"St. Jude Medical Center (Fullerton, Calif.)",California,Health,Bequest,"$8,000,000 "
2017,John and Susan Herma,Wisconsin,Retail,Children's Hospital of Wisconsin (Milwaukee),Wisconsin,Health,GiftMatching,"$8,000,000 "
2017,Priscilla Hunt,California,Real estate,Salvation Army Southern California (Long Beach),California,Human and social services,Pledge,"$7,500,000 "
2017,Thomas Kline,Pennsylvania,Law,Duquesne U. (Pittsburgh),Pennsylvania,Colleges and universities,Gift,"$7,500,000 "
2017,David and Meredith Kaplan,,Finance,U. of Michigan at Ann Arbor,Michigan,Colleges and universities,,"$7,500,000 "
2017,Todd Osburn and Caroline Howe,Illinois,Finance,Indiana State U. (Terre Haute),Indiana,Colleges and universities,Pledge,"$7,500,000 "
2017,David Nutt,Kansas,Investments,McPherson County Community Foundation (Kan.),Kansas,Community foundations,Bequest,"$7,400,000 "
2017,Anonymous,,,Stanford Law School (Calif.),California,Colleges and universities,Bequest,"$7,400,000 "
2017,Charles E. Lakin Foundation (Charles E. Lakin),Nebraska,Real estate,"Charles E. Lakin YMCA (Council Bluffs, Iowa)",Iowa,Sports and recreation,Bequest,"$7,000,000 "
2017,T. Denny Sanford,South Dakota,Finance,Nicklaus Children's Hospital (Miami),Florida,Health,Gift,"$7,000,000 "
2017,Amber Lightfoot Walker,New York,Finance,92nd Street Y (New York),New York,Education,Bequest,"$7,000,000 "
2017,Atlantic Philanthropies (Charles (Chuck) Feeney),,Retail,"Cornell U. (Ithaca, N.Y.)",New York,Colleges and universities,,"$7,000,000 "
2017,Arthur M. Blank Family Foundation (Arthur M. Blank),Georgia,Retail,National Jewish Health (Denver),Colorado,Health,Gift,"$7,000,000 "
2017,Heinrich Medicus,New York,Family wealth,Albany Symphony Orchestra (N.Y.),New York,Arts,Bequest,"$7,000,000 "
2017,Jim and Sally Thomas,California,Professional Sports,U. of North Carolina at Pembroke,North Carolina,Colleges and universities,Pledge,"$7,000,000 "
2017,Michael Jordan,North Carolina,Professional Sports,"Norvant Health (Charlotte, N.C.)",North Carolina,Health,Gift,"$7,000,000 "
2017,James Billman Jr.,Illinois,Health care,Michigan State U. (East Lansing),Michigan,Colleges and universities,Gift,"$7,000,000 "
2017,Harvey and Phyllis Sandler,Florida,Finance,Florida Atlantic U. (Boca Raton),Florida,Colleges and universities,Gift,"$7,000,000 "
2017,Jayne Milburn,Kansas,Finance,Wichita Community Foundation (Kan.),Kansas,Community foundations,Bequest,"$6,900,000 "
2017,Anonymous,,,"Lesley U. (Cambridge, Mass.)",Massachusetts,Colleges and universities,Gift,"$6,864,387 "
2017,David and Barbara Mertes,California,Education,"Las Positas College Foundation (Livermore, Calif.)",California,Colleges and universities,Bequest,"$6,850,000 "
2017,Gloria Miner,Illinois,Family wealth,Roosevelt U. (Chicago),Illinois,Colleges and universities,Gift,"$6,840,000 "
2017,Laura and John Arnold Foundation (John and Laura Arnold),Texas,Energy,"U. of Pennsylvania, Wharton School (Philadelphia)",Pennsylvania,Colleges and universities,Gift,"$6,600,000 "
2017,Anonymous,,,"Planned Parenthood Minnesota, South Dakota, and North Dakota (Minneapolis)",Minnesota,Health,Gift,"$6,500,000 "
2017,James M. Hughes,Texas,Engineering,U. of St. Thomas-Houston,Texas,Colleges and universities,Bequest,"$6,500,000 "
2017,Lucian Minor,Tennessee,Finance,U. of Mississippi (Oxford),Mississippi,Colleges and universities,Bequest,"$6,300,000 "
2017,Walter and Dennie Newton,,Manufacturing,Greensboro College (N.C.),North Carolina,Colleges and universities,Pledge,"$6,000,000 "
2017,Morton La Kretz and Linda Duttenhaver,California,Real estate,U. of California at Santa Barbara,California,Colleges and universities,,"$6,000,000 "
2017,Dale Carlsen,California,Retail,Sacramento State U.,California,Colleges and universities,Gift,"$6,000,000 "
2017,Jennifer Chalsty,,Education,Liberty Science Center (Jersey City),New Jersey,Museums and libraries,Gift,"$6,000,000 "
2017,Larry Marks and Galdys Monroy,California,Real estate,Weizmann Institute of Science (Israel),,Science,Gift,"$6,000,000 "
2017,John and Kathy Schreiber,Illinois,Finance,Loyola U. Chicago,Illinois,Colleges and universities,Gift,"$6,000,000 "
2017,Richard Garman,California,Finance,"Bucknell U. (Lewisburg, Pa.)",Pennsylvania,Colleges and universities,Gift,"$6,000,000 "
2017,John Goff,,Real estate,U. of Texas at Austin,Texas,Colleges and universities,,"$6,000,000 "
2017,Gund family,Ohio,Family wealth,U. of Vermont (Burlington),Vermont,Colleges and universities,ChallengeGift,"$6,000,000 "
2017,John Criss,Iowa,Retail,Sac City (Iowa),Iowa,Human and social services,Bequest,"$5,700,000 "
2017,Jeff and Laurie Ubben,California,Finance,"Northwestern U. Institute for Sustainability and Energy (Evanston, Ill.)",Illinois,Colleges and universities,Gift,"$5,500,000 "
2017,Peter and Mary Beth Oppenheimer,California,Technology,"French Hospital Medical Center Foundation (San Luis Obispo, Calif.)",California,Health,Gift,"$5,500,000 "
2017,Tom and Marilyn Sumner,Texas,,Texas Christian U. (Fort Worth),Texas,Colleges and universities,,"$5,500,000 "
2017,Bob and Anne Kinsley,Pennsylvania,Construction,York College (Neb.),Nebraska,Colleges and universities,Gift,"$5,500,000 "
2017,Dave and Patsy Rommel,,Construction,Salisbury U. (Md.),Maryland,Colleges and universities,Pledge,"$5,500,000 "
2017,Sheldon B. and Marianne Lubar,Wisconsin,Investments,Marquette U. (Milwaukee),Wisconsin,Colleges and universities,,"$5,500,000 "
2017,David Rockefeller,New York,Family wealth,American Farmland Trust (Washington),District of Columbia,Other groups,Bequest,"$5,500,000 "
2017,Donald and Kathryn Lougheed,Texas,Transportation,State U. of New York at Potsdam,New York,Colleges and universities,Gift,"$5,250,000 "
2017,Dorothy Arthur,Virginia,Family wealth,"College of William & Mary (Williamsburg, Va.)",Virginia,Colleges and universities,Bequest,"$5,200,000 "
2017,Ed and Barbara Haldeman,Massachusetts,Finance,"Dartmouth College (Hanover, N.H.)",New Hampshire,Colleges and universities,Gift,"$5,000,000 "
2017,Meyer Luskin,California,Manufacturing,U. of California at Los Angeles,California,Colleges and universities,,"$5,000,000 "
2017,Anonymous,,,"Yale Law School (New Haven, Conn.)",Connecticut,Colleges and universities,MatchingGift,"$5,000,000 "
2017,Kieu Hoang,California,Health products,San Jose Flood Victims Relief Fund (Calif.),California,Community foundations,Gift,"$5,000,000 "
2017,Anonymous,,,Oregon State U. at Cascades (Bend),Oregon,Colleges and universities,GiftMatching,"$5,000,000 "
2017,Anonymous,,,Tulane U. (New Orleans),Louisiana,Colleges and universities,Gift,"$5,000,000 "
2017,Anonymous,,,Tulane U. (New Orleans),Louisiana,Colleges and universities,Gift,"$5,000,000 "
2017,"Jack, Joseph, and Morton Mandel Foundation (Morton and Joseph Mandel)",Ohio,Industry,"Jewish Federation of Palm Beach County (West Palm Beach, Fla.)",Florida,Jewish federations,Gift,"$5,000,000 "
2017,Usha and Mahadeb Kundu,,Health care,U. of West Florida (Pensacola),Florida,Colleges and universities,,"$5,000,000 "
2017,Richard E. Rainwater,Texas,Investments,U. of Texas at Austin,Texas,Colleges and universities,Bequest,"$5,000,000 "
2017,Arthur J. Epstein,Massachusetts,Real estate,"Cohen Hillel Academy (Marblehead, Mass.)",Massachusetts,Education,Gift,"$5,000,000 "
2017,William E. and Joanne Barkett Conway,Virginia,Finance,U. of Virginia (Charlottesville),Virginia,Colleges and universities,,"$5,000,000 "
2017,Eisner Foundation (Michael Eisner),,Entertainment,"Denison U. (Granville, Ohio)",Ohio,Colleges and universities,,"$5,000,000 "
2017,Jack and Lucile Martin,Nebraska,Investments,Grand Island Public Schools Foundation (Neb.),Nebraska,Education,Bequest,"$5,000,000 "
2017,Amber Lightfoot Walker,New York,Finance,Lincoln Center Theater (New York),New York,Arts,Bequest,"$5,000,000 "
2017,Anonymous,,,"Yale Law School (New Haven, Conn.)",Connecticut,Colleges and universities,GiftMatching,"$5,000,000 "
2017,Ted and Deb Pacha,,Consulting,U. of Iowa Foundation (Iowa City),Iowa,Colleges and universities,Pledge,"$5,000,000 "
2017,Sonnet Goodenough and Ian McKinnon,Connecticut,Finance,U. of New Mexico at Albuquerque,New Mexico,Colleges and universities,Gift,"$5,000,000 "
2017,Anonymous,,,Jupiter Medical Center Foundation (Fla.),Florida,Health,Gift,"$5,000,000 "
2017,William G. Rohrer Charitable Foundation (Linda Rohrer),Pennsylvania,Family wealth,"Rowan U. (Glassboro, N.J.)",New Jersey,Colleges and universities,Pledge,"$5,000,000 "
2017,Hella Lindemeyer Mears,Minnesota,Invention,U. of Minnesota (Minneapolis),Minnesota,Colleges and universities,Bequest,"$5,000,000 "
2017,Jeff and Laurie Ubben,California,Finance,"Duke U., Nicholas School of the Environment (Durham, N.C.)",North Carolina,Colleges and universities,Gift,"$5,000,000 "
2017,Russell and Glenda Gordy,Texas,Oil,Stages Repertory Theatre (Houston),Texas,Arts,ChallengeGift,"$5,000,000 "
2017,Ray and Nancy Ann Hunt,Texas,Oil,Southern Methodist U. (Dallas),Texas,Colleges and universities,Gift,"$5,000,000 "
2017,Richard and Jane Spillman,,Telecommunications,Intermountain Foundation at Logan Regional Hospital (Utah),Utah,Health,Gift,"$5,000,000 "
2017,Tony and Sonja Nicholson,Florida,Entertainment,Florida Hospital (Orlando),Florida,Health,Gift,"$5,000,000 "
2017,Oprah Winfrey,Illinois,Media and entertainment,"Ron Clark Academy (Atlanta, GGa.)",,Education,Gift,"$5,000,000 "
2017,John and Louise Henry Bryson,California,Government,J. Paul Getty Trust (Los Angeles),California,Conservation and the environment,Gift,"$5,000,000 "
2017,Betty Wold Johnson,New Jersey,Family wealth,Liberty Science Center (Jersey City),New Jersey,Museums and libraries,Gift,"$5,000,000 "
2017,Marillyn Hewson,Maryland,Defense contracting,"U. of Alabama at Tuscaloosa, Culverhouse College of Commerce",Alabama,Colleges and universities,Gift,"$5,000,000 "
2017,Morton La Kretz,California,Real estate,U. of California at Los Angeles,California,Colleges and universities,Gift,"$5,000,000 "
2017,Paul A. Andrews,Florida,Health care,Marquette U. (Milwaukee),Wisconsin,Colleges and universities,Pledge,"$5,000,000 "
2017,Charles and Lisa Simonyi,Washington,Technology,U. of Washington (Seattle),Washington,Colleges and universities,Gift,"$5,000,000 "
2017,Anita Zucker,South Carolina,Chemicals,Medical U. of South Carolina (Charleston),South Carolina,Colleges and universities,Gift,"$5,000,000 "
2017,Gary and Pamela Williams,Ohio,Health care,"Summa Health System (Akron, Ohio)",Ohio,Health,Gift,"$5,000,000 "
2017,Ric Elias,South Carolina,Marketing,"Rebuild Puerto Rico (Charlotte, N.C.)",North Carolina,Human and social services,GiftChallenge,"$5,000,000 "
2017,Reed Hastings,California,Entertainment,"Bowdoin College (Brunswick, Me.)",Maine,Colleges and universities,Gift,"$5,000,000 "
2017,Norman and Irma Braman,Florida,Retail,Children's Hospital of Philadelphia,Pennsylvania,Health,Gift,"$5,000,000 "
2017,Bonnie Ann Larson,Michigan,Real estate,Detroit Institute of Arts,Michigan,Museums and libraries,Gift,"$5,000,000 "
2017,Sanjay Shah,Illinois,Technology,"Lehigh U. (Bethlehem, Pa.)",Pennsylvania,Colleges and universities,Gift,"$5,000,000 "
2017,Kieu Hoang,California,Health products,Greater Houston Community Foundation,Texas,Community foundations,Gift,"$5,000,000 "
2017,Charles Butt,Texas,Food and beverage,"Justin J. Watt Foundation (Pewaukee, Wis.)",Wisconsin,Human and social services,Gift,"$5,000,000 "
2017,John and Laura Arnold,Texas,Energy,Greater Houston Community Foundation,Texas,Community foundations,Gift,"$5,000,000 "
2017,Keith and Susan Hoogland,Illinois,Media and entertainment,Vanderbilt U. (Nashville),Tennessee,Colleges and universities,Gift,"$5,000,000 "
2017,Anonymous,,,"U. of Montana, College of Education and Human Sciences (Missoula)",Montana,Colleges and universities,Gift,"$5,000,000 "
2017,Wegman Family Charitable Foundation (Robert B. Wegman),New York,Food and beverage,Rochester Regional Health (N.Y.),New York,Health,Gift,"$5,000,000 "
2017,Bob and Renee Parsons Foundation (Bob and Renee Parsons),Arizona,Technology,Girl Scouts of Arizona Cactus Pine Council (Phoenix),Arizona,Children and youths,Gift,"$5,000,000 "
2017,Laura and Isaac Perlmutter,New York,Entertainment,New York U. Langone Medical Center,New York,Health,Gift,"$5,000,000 "
2017,Tom and Ann Cousins,Georgia,Real estate,U. of Georgia (Athens),Georgia,Colleges and universities,Gift,"$5,000,000 "
2017,Russell and Ann Gerdin,Iowa,Transportation,U. of Iowa Foundation (Iowa City),Iowa,Colleges and universities,Gift,"$5,000,000 "
2017,Henry B. and Patricia Tippie,Texas,Agriculture,U. of Iowa Foundation (Iowa City),Iowa,Colleges and universities,Gift,"$5,000,000 "
2017,Mike and Debbie Hilliard,Texas,,Texas A&M U. (College Station),Texas,Colleges and universities,Pledge,"$5,000,000 "
2017,Fariborz Maseeh,California,Technology,Portland State U. (Ore.),Oregon,Colleges and universities,Gift,"$5,000,000 "
2017,Dan and Vi McKinney,California,Food and beverage,San Diego Zoo,California,Zoos and aquariums,Gift,"$5,000,000 "
2017,Phyllis Hanse,South Dakota,Investments,South Dakota Community Foundation (Pierre),South Dakota,Community foundations,Bequest,"$5,000,000 "
