Year,Donor,Where Donor Lives,Donor's Source of Wealth,Recipient,Recipient Location,Cause,Gift type,Gift Value
2015,Stan and Joan Ross,Ohio,Law,Ohio State U. (Columbus),Ohio,Colleges and universities,Pledge,"$10,000,000 "
2015,Jeffrey and Shari Aronson,New York,"Finance, Investments",Johns Hopkins U. (Baltimore),Maryland,Colleges and universities,Pledge,"$10,000,000 "
2015,Forrest E. Mars Jr.,Wyoming,Food and beverage,Colonial Williamsburg Foundation (Va.),Virginia,Historic preservation,,"$10,000,000 "
2015,Horning Family Fund (Joseph and Lynne Horning),District of Columbia,Real estate,Martha's Table (Washington),District of Columbia,Social services,Pledge,"$10,000,000 "
2015,Dennis J. and Constance Templeton Keller,Illinois,Education,Field Museum (Chicago),Illinois,Museums and libraries,,"$10,000,000 "
2015,Bill and Linda Gantz,Illinois,Pharmaceuticals,Field Museum (Chicago),Illinois,Museums and libraries,,"$10,000,000 "
2015,Lisa Yang,,"Finance, Investments","Cornell U. School of Industrial and Labor Relations (Ithaca, N.Y.)",New York,Colleges and universities,,"$10,000,000 "
2015,David M. Rubenstein,Maryland,Finance,"Thomas Jefferson Foundation (Charlottesville, Va.)",Virginia,Historic preservation,,"$10,000,000 "
2015,Lindner family,Ohio,"Finance, Food and beverage, Investments",Cincinnati Symphony and Pops Orchestra,Ohio,Arts,,"$10,000,000 "
2015,Anonymous,,,Princeton U. (N.J.),New Jersey,Colleges and universities,,"$10,000,000 "
2015,Jeanne and Rex Sinquefield,Missouri,Finance,U. of Missouri at Columbia,Missouri,Colleges and universities,,"$10,000,000 "
2015,Kent Kresa,California,Corporate finance,California Institute of Technology (Pasadena),California,Colleges and universities,,"$10,000,000 "
2015,Steve G. Stevanovich,,Finance,U. of Chicago,Illinois,Colleges and universities,,"$10,000,000 "
2015,Emmet Stephenson and Toni Stephenson and Tessa Stephenson Brand,Nevada,"Investments, Technology","U. of Southern California, Keck School of Medicine (Los Angeles)",California,Colleges and universities,Pledge,"$10,000,000 "
2015,Leonard Lauder,New York,"Industry, Manufacturing",Hunter College (New York),New York,Colleges and universities,,"$10,000,000 "
2015,Jordan Zimmerman,Florida,Advertising,U. of South Florida (Tampa),Florida,Colleges and universities,Gift,"$10,000,000 "
2015,Ronald and JoAnne Willens,California,Technology,"Northwestern U. (Evanston, Ill.)",Illinois,Colleges and universities,Gift,"$10,000,000 "
2015,Steve E. Tisch,California,"Media and entertainment, Professional Sports",Tel Aviv U. (Israel),,Colleges and universities,Gift,"$10,000,000 "
2015,Harold and Sarah Gottlieb,Michigan,Hotels,"Temple Israel (West Bloomfield, Mich.)",Michigan,Religious groups,Gift,"$10,000,000 "
2015,James Berbee and Karen Walsh,Wisconsin,Health care,U. of Wisconsin Hospital (Madison),Wisconsin,Health,GiftChallenge,"$10,000,000 "
2015,Louis A. Simpson,Florida,Insurance,Princeton U. (N.J.),New Jersey,Colleges and universities,Gift,"$10,000,000 "
2015,Kenneth C. Griffin,Illinois,Finance,Museum of Contemporary Art Chicago,Illinois,Arts,Gift,"$10,000,000 "
2015,Lynn Pippenger,Florida,Finance,U. of South Florida (Tampa),Florida,Colleges and universities,Gift,"$10,000,000 "
2015,Anonymous,,,Haverford College (Pa.),Pennsylvania,Colleges and universities,Gift,"$10,000,000 "
2015,Jim and Carol Collins,California,Food and beverage,U. of California at Los Angeles,California,Colleges and universities,Gift,"$10,000,000 "
2015,Oscar and Lynn Wyatt,Texas,Oil,"Museum of Fine Arts, Houston",Texas,Arts,Gift,"$10,000,000 "
2015,Lyda Hill,Texas,"Family wealth, Investments",Parkland Foundation (Dallas),Texas,Health,PledgeChallenge,"$10,000,000 "
2015,Elon Musk,California,"Retail, Technology, Transportation","Future of Life Institute (Cambridge, Mass.)",Massachusetts,Science,Gift,"$10,000,000 "
2015,Anonymous,,,Missouri Western State U. Foundation (St. Joseph),Missouri,Colleges and universities,Gift,"$10,000,000 "
2015,Laura and John Arnold Foundation (John and Laura Arnold),Texas,"Energy, Finance",Harvard Medical School (Boston),Massachusetts,Colleges and universities,Gift,"$9,960,000 "
2015,Robert M. Bass and Anne T. Bass and anonymous,Texas,Finance,"Duke U. (Durham, N.C.)",North Carolina,Colleges and universities,GiftMatchingChallenge,"$9,750,000 "
2015,Eva Kastan Grove family,,Technology,Hunter College (New York),New York,Colleges and universities,,"$9,000,000 "
2015,Laura and Isaac Perlmutter,New York,Entertainment,New York U. Langone Medical Center,New York,Colleges and universities,Gift,"$9,000,000 "
2015,Comfort Family Foundation (Frank B. Comfort),Iowa,Law,Mercy Medical Center (Des Moines),Iowa,Health,Gift,"$8,500,000 "
2015,Anonymous,,,Colorado College (Colorado Springs),Colorado,Colleges and universities,,"$8,500,000 "
2015,Murray Koppelman,New York,Finance,"City U. of New York, Brooklyn College",New York,Colleges and universities,,"$8,500,000 "
2015,Paulson Family Foundation (John A. and Jenny Paulson),New York,Finance,Success Academy Charter Schools (New York),New York,Education,,"$8,500,000 "
2015,Hyman Korman Family Foundation (Steven H. Korman),New York,Real estate,Drexel U. (Philadelphia),Pennsylvania,Colleges and universities,Gift,"$8,000,000 "
2015,Austin E. Knowlton,Ohio,Construction,College of Wooster (Ohio),Ohio,Colleges and universities,Gift,"$8,000,000 "
2015,Dolores Staudenraus,California,Government,U. of San Francisco,California,Colleges and universities,Bequest,"$8,000,000 "
2015,Fred Luddy,California,Technology,Indiana U. at Bloomington,Indiana,Colleges and universities,,"$8,000,000 "
2015,G. Eugene and Patricia Boyce,North Carolina,Law,"Campbell U. Law School (Buies Creek, N.C.)",North Carolina,Colleges and universities,Noncash,"$8,000,000 "
2015,Foster and Coco Stanback,California,"Finance, Investments",California Institute of Technology (Pasadena),California,Colleges and universities,,"$7,800,000 "
2015,Chris Gladwin,,Technology,Illinois Institute of Technology (Chicago),Illinois,Colleges and universities,,"$7,600,000 "
2015,Gretchen Valade,Michigan,Manufacturing,Wayne State U. (Detroit),Michigan,Colleges and universities,Pledge,"$7,500,000 "
2015,Dixie and Anne Leavitt Foundation (Dixie and Anne Leavitt),Utah,Insurance,Southern Utah U. (Cedar City),Utah,Colleges and universities,,"$7,500,000 "
2015,Helen Nicholson Palmer,Pennsylvania,Technology,Lutheran Theological Seminary (Philadelphia),Pennsylvania,Religious groups,Bequest,"$7,250,000 "
2015,Helen Nicholson Palmer,Pennsylvania,Technology,"Diakon Lutheran Social Ministries (Allentown, Pa.)",Pennsylvania,Religious groups,Bequest,"$7,250,000 "
2015,Roger and Julie Davis,Illinois,Industry,U. of Kansas (Lawrence),Kansas,Colleges and universities,,"$7,200,000 "
2015,William Binns Smith,Massachusetts,Manufacturing,Worcester Polytechnic Institute (Mass.),Massachusetts,Colleges and universities,Bequest,"$7,100,000 "
2015,Stephen and Pamela Poorman,Pennsylvania,Consulting,Lock Haven U. (Pa.),Pennsylvania,Colleges and universities,Pledge,"$7,100,000 "
2015,Dennis & Phyllis Washington Foundation (Dennis R. Washington),Montana,Investments,U. of Montana Foundation (Missoula),Montana,Colleges and universities,Gift,"$7,000,000 "
2015,Norman and Gerry Sue Arnold,South Carolina,Food and beverage,U. of South Carolina Arnold School of Public Health (Columbia),South Carolina,Colleges and universities,Pledge,"$7,000,000 "
2015,Harold and Patricia Mathena,Oklahoma,Oil,"Midwestern Baptist Theological Seminary (Kansas City, Mo.)",Missouri,Colleges and universities,Pledge,"$7,000,000 "
2015,Gilbert and Jacki Cisneros Foundation (Gilbert and Jacki Cisneros),,Lottery,George Washington U. (Washington),District of Columbia,Colleges and universities,Gift,"$7,000,000 "
2015,Michael J. and Vikki Price,New York,Finance,U. of Pennsylvania (Philadelphia),Pennsylvania,Colleges and universities,Gift,"$7,000,000 "
2015,James E. Ericksen,Minnesota,Finance,MacPhail Center for Music (Minneapolis),Minnesota,Arts,Bequest,"$6,700,000 "
2015,Hazel Ruby McQuain Charitable Trust (Hazel Ruby McQuain),West Virginia,Investments,"West Virginia U., J.W. Ruby Research Farm (Reedsville)",West Virginia,Colleges and universities,Bequest,"$6,700,000 "
2015,Irwin and Ginny Edlavitch,District of Columbia,Real estate,Washington D.C. Jewish Community Center,District of Columbia,Religious groups,Gift,"$6,500,000 "
2015,Alan B. Pearson,Virginia,Pharmaceuticals,"Centra Foundation (Lynchburg, Va.)",Virginia,Health,Bequest,"$6,500,000 "
2015,Alan and Sherrie Conover,Florida,Family wealth,Houston Methodist Hospital,Texas,Health,Gift,"$6,500,000 "
2015,Sandra Stetson,Florida,Family wealth,"Stetson U. (DeLand, Fla.)",Florida,Colleges and universities,Gift,"$6,000,000 "
2015,Jack C. Taylor,Missouri,Retail,"Fisher House Foundation (Rockville, Md.)",Maryland,Human and social services,Gift,"$6,000,000 "
2015,Ellison Foundation (Tom and Sue Ellison),Washington,Retail,U. of Washington (Seattle),Washington,Colleges and universities,Gift,"$6,000,000 "
2015,David and Ann Brennan,Ohio,Manufacturing,"Summa Health System (Akron, Ohio)",Ohio,Health,Unrestricted,"$6,000,000 "
2015,Jim and Beverly Mohatt,Pennsylvania,Education,York County Community Foundation (Pa.),Pennsylvania,Community foundations,Bequest,"$6,000,000 "
2015,Harry Cornell,Missouri,Manufacturing,U. of Missouri at Columbia,Missouri,Colleges and universities,,"$6,000,000 "
2015,Morgan Family Foundation (Lee and Vicki Morgan),Ohio,Manufacturing,"Antioch College (Yellow Springs, Ohio)",Ohio,Colleges and universities,,"$6,000,000 "
2015,Timothy M. and Jayne N. Donahue,Florida,Telecommunications,"John Carroll U. (University Heights, Ohio)",Ohio,Colleges and universities,,"$6,000,000 "
2015,Robert E. and Allison Price,California,Retail,U. of California at San Diego,California,Colleges and universities,Gift,"$6,000,000 "
2015,Richard N. Weeks,New Jersey,Engineering,"Rutgers U. (New Brunswick, N.J.)",New Jersey,Colleges and universities,GiftChallenge,"$6,000,000 "
2015,Theodore R. Peterson,California,Manufacturing,"DePauw U. (Greencastle, Ind.)",Indiana,Colleges and universities,,"$6,000,000 "
2015,Robert Eddy,,Telecommunications,U. of Minnesota (Minneapolis),Minnesota,Colleges and universities,Gift,"$6,000,000 "
2015,Mick and Susie McMurry,Wyoming,"Energy, Oil",U. of Wyoming (Laramie),Wyoming,Education,Gift,"$6,000,000 "
2015,Lisa Maloff,California,,"Lake Tahoe Community College (South Lake Tahoe, Calif.)",California,Colleges and universities,,"$5,800,000 "
2015,Amtower family,,,Sharp HealthCare Foundation (San Diego),California,Health,,"$5,700,000 "
2015,Helen Dorris,,Education,"Scripps Research Institute (La Jolla, Calif.)",California,Health,,"$5,650,000 "
2015,"Jack, Joseph, and Morton Mandel Foundation (Morton Mandel)",Ohio,Industry,"American Academy of Arts and Sciences (Cambridge, Mass.)",Massachusetts,Other groups,,"$5,600,000 "
2015,Nicholas and Eleanor Chabraja,Florida,"Industry, Manufacturing","Northwestern U. (Evanston, Ill.)",Illinois,Colleges and universities,Gift,"$5,600,000 "
2015,David M. Rubenstein,Maryland,Finance,National Park Foundation (Washington),District of Columbia,Other groups,,"$5,370,000 "
2015,Bedford Falls Foundation (William E. Conway Jr. and Joanne Barkett Conway),Virginia,Finance,U. of Maryland School of Nursing (Baltimore),Maryland,Colleges and universities,,"$5,240,000 "
2015,Stanford H. and Jo Ann Taylor,California,Energy,"Cornell U. (Ithaca, N.Y.)",New York,Colleges and universities,Gift,"$5,200,000 "
2015,Margaret S. Odiorne,Delaware,Chemicals,"Southwestern U. (Georgetown, Tex.)",Texas,Colleges and universities,Gift,"$5,100,000 "
2015,Brad and Mary Manatt,Iowa,Construction,Newton YMCA (Iowa),Iowa,Sports and recreation,UnrestrictedPledge,"$5,000,000 "
2015,Bruce R. and Patricia A. Bartlett,California,"Industry, Real estate",U. of Arizona Foundation (Tucson),Arizona,Colleges and universities,,"$5,000,000 "
2015,John and Rita Canning,Illinois,Finance,Field Museum (Chicago),Illinois,Museums and libraries,Gift,"$5,000,000 "
2015,Sandy Segerstrom Daniels,California,Real estate,Children's Hospital of Orange County (Calif.),California,Health,Gift,"$5,000,000 "
2015,Jon Shirley,Washington,Technology,"Hill School (Pottstown, Pa.)",Pennsylvania,Education,Gift,"$5,000,000 "
2015,J. Fielding and Kim Miller,North Carolina,Finance,"East Carolina U. (Greenville, N.C.)",North Carolina,Colleges and universities,Gift,"$5,000,000 "
2015,John P. Birkelund,New York,Finance,Princeton U. (N.J.),New Jersey,Colleges and universities,Gift,"$5,000,000 "
2015,William B. Konar,New York,,United States Holocaust Memorial Museum (Washington),District of Columbia,Museums and libraries,Gift,"$5,000,000 "
2015,Jack C. Taylor,Missouri,Retail,"St. Luke's Hospital (Chesterfield, Mo.)",Missouri,Health,Gift,"$5,000,000 "
2015,Richard M. Schulze Family Foundation (Richard M. Schulze),Minnesota,Retail,Catholic Charities of St. Paul and Minneapolis,Minnesota,Human and social services,Gift,"$5,000,000 "
2015,Robert and Myra Kraft Family Foundation (Robert K. Kraft),Massachusetts,Investments,Partners HealthCare (Boston),Massachusetts,Health,Gift,"$5,000,000 "
2015,Shirley Temple Black,California,Entertainment,"Academy Museum of Motion Pictures (Beverly Hills, Calif.)",California,Arts,Bequest,"$5,000,000 "
2015,Ray and Dagmar Dolby Family Fund (Ray and Dagmar Dolby),California,Technology,"Academy Museum of Motion Pictures (Beverly Hills, Calif.)",California,Arts,Gift,"$5,000,000 "
2015,Feigenbaum Foundation (Armand V. and Donald S. Feigenbaum),Massachusetts,Engineering,"Berkshire Theatre Group (Pittsfield, Mass.)",Massachusetts,Arts,Bequest,"$5,000,000 "
2015,Robert H. Smith Family Foundation (Robert H. Smith),Virginia,Real estate,John F. Kennedy Center for the Performing Arts (Washington),District of Columbia,Arts,Gift,"$5,000,000 "
2015,Suzanne Niedland,Florida,Media and entertainment,John F. Kennedy Center for the Performing Arts (Washington),District of Columbia,Arts,Gift,"$5,000,000 "
2015,Michael F. and Noemi K. Neidorff,Missouri,Health care,John F. Kennedy Center for the Performing Arts (Washington),District of Columbia,Arts,Gift,"$5,000,000 "
2015,Herbert V. Kohler Jr. and Natalie Kohler,Wisconsin,Manufacturing,John F. Kennedy Center for the Performing Arts (Washington),District of Columbia,Arts,Gift,"$5,000,000 "
2015,Fred Eychaner,Illinois,Media and entertainment,John F. Kennedy Center for the Performing Arts (Washington),District of Columbia,Arts,Gift,"$5,000,000 "
2015,David C. Bohnett Foundation (David C. Bohnett),California,,John F. Kennedy Center for the Performing Arts (Washington),District of Columbia,Arts,Gift,"$5,000,000 "
2015,Anonymous,,,U. of St. Thomas-Houston,Texas,Colleges and universities,Gift,"$5,000,000 "
2015,Sara Miller McCune,California,Media and entertainment,Stanford U. (Calif.),California,Colleges and universities,Gift,"$5,000,000 "
2015,Macon F. Brock Jr. and Joan Brock,Virginia,Retail,"Randolph-Macon College (Ashland, Va.)",Virginia,Colleges and universities,Gift,"$5,000,000 "
2015,Anonymous,,,"Lawrence U. (Appleton, Wis.)",Wisconsin,Colleges and universities,MatchingPledgeChallenge,"$5,000,000 "
2015,Douglas Schumann,,,Wentworth Institute of Technology (Boston),Massachusetts,Colleges and universities,,"$5,000,000 "
2015,Anonymous,,,"Dartmouth College (Hanover, N.H.)",New Hampshire,Colleges and universities,,"$5,000,000 "
2015,Craig and Ann Stinson,,,"Oakland U. (Rochester, Mich.)",Michigan,Colleges and universities,,"$5,000,000 "
2015,Charles H. (Skip) Smith,Pennsylvania,,Pennsylvania State U. (University Park),Pennsylvania,Colleges and universities,Pledge,"$5,000,000 "
2015,Myron and Altie Domsitz,,Oil,"Augustana University (Sioux Falls, S.D.)",South Dakota,Colleges and universities,Bequest,"$5,000,000 "
2015,Robert C. and Janice McNair,Texas,"Finance, Professional Sports","Northwood U. (Midland, Mich.)",Michigan,Colleges and universities,,"$5,000,000 "
2015,Joe Plumeri Foundation (Joseph J. and Susan Plumeri),New York,Insurance,New York Law School,New York,Colleges and universities,,"$5,000,000 "
2015,Kenneth Ziffren,California,Law,"U. of California at Los Angeles, School of Law",California,Colleges and universities,,"$5,000,000 "
2015,Christine E. Lynn,Florida,Insurance,Florida Atlantic U. (Boca Raton),Florida,Colleges and universities,,"$5,000,000 "
2015,Dorothy Davidson,,Technology,Auburn U. (Ala.),Alabama,Colleges and universities,,"$5,000,000 "
2015,Richard and Carol Dean Hertzberg,California,Energy,U. of California at San Diego Foundation,California,Colleges and universities,Pledge,"$5,000,000 "
2015,Debbie and Robert Cervenka,Minnesota,Manufacturing,"Ecumen Foundation (Shoreview, Minn.)",Minnesota,Health,,"$5,000,000 "
2015,R. David and Suzanne A. Hoover,Colorado,"Industry, Technology","DePauw U. (Greencastle, Ind.)",Indiana,Colleges and universities,,"$5,000,000 "
2015,James G. (Jim) Stewart,Connecticut,Health care,"DePauw U. (Greencastle, Ind.)",Indiana,Colleges and universities,,"$5,000,000 "
2015,William Knapp,Iowa,Real estate,UnityPoint Health (Des Moines),Iowa,Health,Pledge,"$5,000,000 "
2015,Anonymous,,,"Cape Cod Healthcare Foundation (Hyannis, Mass.)",Massachusetts,Health,,"$5,000,000 "
2015,Robert and Pamela Jacobs,District of Columbia,Law,U. of Massachusetts at Amherst Foundation,Massachusetts,Colleges and universities,Pledge,"$5,000,000 "
2015,Mary Livingston Griggs and Mary Griggs Burke Foundation (Mary Griggs Burke),New York,Family wealth,"Sarah Lawrence College (Bronxville, N.Y.)",New York,Colleges and universities,Bequest,"$5,000,000 "
2015,Joshua and Marjorie Harris,New York,Finance,Icahn School of Medicine at Mount Sinai (New York),New York,Colleges and universities,,"$5,000,000 "
2015,Gus Machado,Florida,Retail,"St. Thomas U. (Miami Gardens, Fla.)",Florida,Colleges and universities,,"$5,000,000 "
2015,Richard Gilder,New York,Finance,Northfield Mount Hermon School (Mass.),Massachusetts,Education,PledgeMatching,"$5,000,000 "
2015,Anonymous,,,"Riverview Medical Center Foundation (Neptune, N.J.)",New Jersey,Health,,"$5,000,000 "
2015,Robert and Joan Rechnitz,New Jersey,Entertainment,"Riverview Medical Center Foundation (Neptune, N.J.)",New Jersey,Health,,"$5,000,000 "
2015,Mark Cuban,Texas,"Entertainment, Investments, Technology",Indiana U. Foundation (Bloomington),Indiana,Colleges and universities,,"$5,000,000 "
2015,Charles Chrin,Pennsylvania,"Industry, Real estate","Lehigh Valley Hospital and Health Network (Allentown, Pa.)",Pennsylvania,Health,,"$5,000,000 "
2015,Keith Mardak and Mary Vandenberg,Wisconsin,Entertainment,Boys & Girls Clubs of Greater Milwaukee,Wisconsin,Children and youths,,"$5,000,000 "
2015,Donald and Pamela Washkewicz,Ohio,"Technology, Engineering",Cleveland State U.,Ohio,Colleges and universities,,"$5,000,000 "
2015,David M. Rubenstein,Maryland,Finance,Lincoln Center for the Performing Arts (New York),New York,Arts,Pledge,"$5,000,000 "
2015,Dalrymple Family Foundation (Martha Dowd Dalrymple),Mississippi,"Construction, Family wealth",U. of Mississippi (Oxford),Mississippi,Colleges and universities,,"$5,000,000 "
2015,Dan and Violet McKinney,California,Food and beverage,San Diego Zoo,California,Zoos and aquariums,,"$5,000,000 "
2015,Oscar L. Tang and Agnes Hsu-Tang,New York,"Finance, Investments",Columbia U. (New York),New York,Colleges and universities,,"$5,000,000 "
2015,Gary and Patricia Coffman,Kentucky,Chemicals,"Michigan State U., College of Engineering (East Lansing)",Michigan,Colleges and universities,Pledge,"$5,000,000 "
2015,Michael Leven,Georgia,Hotels,Kennesaw State U. (Ga.),Georgia,Colleges and universities,,"$5,000,000 "
2015,Bill and Dorothy Cohen,Kansas,Finance,Wichita State U. Foundation (Kan.),Kansas,Colleges and universities,,"$5,000,000 "
2015,Gordon Foundation (Bernard M. and Sophia Gordon),Massachusetts,Technology,"Museum of Science, Boston",Massachusetts,Museums and libraries,,"$5,000,000 "
2015,Nancy A. Nasher and David J. Haemisegger,Texas,"Family wealth, Real estate",Dallas Symphony Orchestra,Texas,Arts,,"$5,000,000 "
2015,John and Jana Scarpa,New Jersey,Telecommunications,Villanova U. School of Law (Pa.),Pennsylvania,Colleges and universities,,"$5,000,000 "
2015,Helen Frankenthaler Foundation (Helen Frankenthaler),Connecticut,Investments,Bennington College (Vt.),Vermont,Colleges and universities,Bequest,"$5,000,000 "
2015,Alan Leve,California,Technology,U. of California at Los Angeles,California,Colleges and universities,Gift,"$5,000,000 "
2015,Ben C. Sutton Jr.,North Carolina,Marketing,"Ronald Reagan Presidential Foundation (Simi Valley, Calif.)",California,Foundations,Gift,"$5,000,000 "
2015,Doug Brush,New York,Manufacturing,College of Wooster (Ohio),Ohio,Colleges and universities,Gift,"$5,000,000 "
2015,Rodney and Carolyn Paseka,North Dakota,Manufacturing,Minnesota State U. at Moorhead,Minnesota,Colleges and universities,Gift,"$5,000,000 "
2015,Phil and Jocelyn Hagerman,Michigan,Retail,"Ferris State U. (Grand Rapids, Mich.)",Michigan,Colleges and universities,Gift,"$5,000,000 "
2015,Robert A. and Penny Fox,Pennsylvania,Finance,U. of Pennsylvania (Philadelphia),Pennsylvania,Colleges and universities,Gift,"$5,000,000 "
2015,Karen Robinson and Kevin Keyes,New Jersey,Finance,U. of Notre Dame (Ind.),Indiana,Colleges and universities,Gift,"$5,000,000 "
2015,Joan Payden,California,"Finance, Investments",U. of Southern California (Los Angeles),California,Colleges and universities,Gift,"$5,000,000 "
2015,Mark and Zygi Wilf,New Jersey,Real estate,U. of Minnesota Masonic Children's Hospital (Minneapolis),Minnesota,Health,Gift,"$5,000,000 "
2015,Mary Barton Akeley Smith,California,Technology,Maine Winter Sports Center (Caribou),Maine,Sports and recreation,MatchingGift,"$5,000,000 "
2015,David and Constance Girard-DiCarlo,Pennsylvania,Law,Villanova U. School of Law (Pa.),Pennsylvania,Colleges and universities,Gift,"$5,000,000 "
2015,Michael and Billie Kubly,Wisconsin,Health care,Marquette U. College of Health Sciences (Milwaukee),Wisconsin,Colleges and universities,Gift,"$5,000,000 "
2015,George and Dorothea Mink,Michigan,Engineering,"Lawrence Technological U. (Southfield, Mich.)",Michigan,Colleges and universities,Bequest,"$5,000,000 "
2015,Judith Hollinger,California,Law,"U. of Southern California, Gould School of Law (Los Angeles)",California,Colleges and universities,Gift,"$5,000,000 "
2015,Michael E. and Carole Marks,California,Finance,Juilliard School (New York),New York,Colleges and universities,Gift,"$5,000,000 "
2015,Thomas Kosasa,Hawaii,Family wealth,U. of Hawaii Foundation (Manoa),Hawaii,Colleges and universities,Gift,"$5,000,000 "
2015,Preston Haskell,Florida,Construction,Museum of Contemporary Art Jacksonville (Fla.),Florida,Arts,Gift,"$5,000,000 "
2015,Arthur F. and Patricia Ryan,Florida,Finance,Providence College (R.I.),Rhode Island,Colleges and universities,Gift,"$5,000,000 "
2015,John and Alison Ferring,Missouri,Manufacturing,Center of Creative Arts (St. Louis),Missouri,Arts,UnrestrictedPledge,"$5,000,000 "
2015,Robert P. and Christine Stiller,Vermont,Food and beverage,"Norton Museum of Art (West Palm Beach, Fla.)",Florida,Arts,Gift,"$5,000,000 "
2015,William N. Vaughan,Florida,Finance,Lawrenceville School (N.J.),New Jersey,Education,BequestUnrestricted,"$5,000,000 "
2015,Rawlings Foundation (Harold Rawlings),Ohio,,"Liberty U. (Lynchburg, Va.)",Virginia,Colleges and universities,Gift,"$5,000,000 "
2015,Mays Family Foundation (Lester (Lowry) and Peggy Mays),Texas,Media and entertainment,U. of Texas Health San Antonio,Texas,Colleges and universities,Gift,"$5,000,000 "
2015,Arnall Family Foundation (Sue Ann Arnall),Oklahoma,Oil,Youth Villages (Oklahoma City),Oklahoma,Children and youths,Gift,"$4,800,000 "
2015,Ronald Read,Vermont,Investments,"Brattleboro Memorial Hospital""}\ (Vt.)",Vermont,Health,BequestUnrestricted,"$4,800,000 "
2015,John and Annette Schnatter,Kentucky,Food and beverage,U. of Louisville (Ky.),Kentucky,Colleges and universities,Gift,"$4,640,000 "
2015,Lawrence Blatt,California,Pharmaceuticals,Indiana U. at Bloomington,,Colleges and universities,,"$4,600,000 "
2015,John C. Beyer,Virginia,Consulting,"U. of the Pacific (Stockton, Calif.)",California,Colleges and universities,Gift,"$4,600,000 "
2015,George and Rhoda Kriz,North Carolina,Agriculture,North Carolina State U. (Raleigh),North Carolina,Colleges and universities,BequestPledge,"$4,500,000 "
2015,David M. Rubenstein,Maryland,Finance,"Smithsonian Institution, National Zoo (Washington)",District of Columbia,Zoos and aquariums,Pledge,"$4,500,000 "
2015,Parker Foundation (Sean N. Parker),California,Technology,U. of California at San Francisco,California,Colleges and universities,,"$4,500,000 "
2015,Laura and John Arnold Foundation (John D. and Laura Arnold),Texas,Finance,Feeding America (Chicago),Illinois,Human and social services,,"$4,400,000 "
2015,William N. Pennington Foundation (William N. Pennington),Nevada,Casinos,"Truckee Meadows Community College (Reno, Nev.)",Nevada,Colleges and universities,Bequest,"$4,300,000 "
2015,Ralph C. Wilson Jr. Foundation (Ralph C. Wilson Jr.),Michigan,Professional Sports,"Roswell Park Cancer Institute (Buffalo, N.Y.)",New York,Health,Bequest,"$4,200,000 "
2015,J. Duncan Smith,California,Finance,West Virginia U. (Morgantown),West Virginia,Colleges and universities,Gift,"$4,200,000 "
2015,Bruce K. Gould,Florida,Law,Seminole State College of Florida (Sanford),Florida,Colleges and universities,NoncashGift,"$4,100,000 "
2015,Spencer and Cleone Eccles,Utah,Finance,Stanford U. (Calif.),California,Colleges and universities,Gift,"$4,000,000 "
2015,William and Johanna Alderfer Harris,Massachusetts,Health care,Bryn Mawr College (Pa.),Pennsylvania,Colleges and universities,Pledge,"$4,000,000 "
2015,Hardesty Family Foundation (Roger and Donna Hardesty),Oklahoma,Transportation,Tulsa Ballet (Okla.),Oklahoma,Arts,GiftNoncash,"$4,000,000 "
2015,Hock E. Tan,California,Technology,Massachusetts Institute of Technology (Cambridge),Massachusetts,Colleges and universities,Gift,"$4,000,000 "
2015,Paul G. Allen,Washington,Technology,"Global FinPrint (North Miami, Fla.)",Florida,Conservation and the environment,Gift,"$4,000,000 "
2015,Sturm Family Foundation (Donald L. Sturm),Colorado,Finance,U. of Denver,Colorado,Colleges and universities,ChallengeGift,"$4,000,000 "
2015,Kenneth W. Smith,Illinois,Engineering,"Advocate BroMenn Medical Center (Normal, Ill.)",Illinois,Health,Bequest,"$4,000,000 "
2015,Wilhelm (Bill) Wurst,California,Technology,Montana State U. (Billings),Montana,Colleges and universities,Bequest,"$4,000,000 "
2015,Magda Margolis,,,U. of Cincinnati,Ohio,Colleges and universities,Bequest,"$4,000,000 "
2015,Myles & C. Jean McDonough Charitable Foundation (C. Jean McDonough),Massachusetts,Manufacturing,Worcester Art Museum (Mass.),Massachusetts,Arts,,"$4,000,000 "
2015,Jeff and David Keller,,,Colorado College (Colorado Springs),Colorado,Colleges and universities,,"$4,000,000 "
2015,Ralph E. Otto Trust (Ralph E. Otto),Illinois,Health care,"Wartburg College (Waverly, Iowa)",Iowa,Colleges and universities,Bequest,"$4,000,000 "
2015,Robert Anderson,Minnesota,Health care,U. of Minnesota (Minneapolis),Minnesota,Colleges and universities,Bequest,"$4,000,000 "
2015,Luellen Pyles,Kentucky,Marketing,Kentucky Wesleyan College (Owensboro),Kentucky,Colleges and universities,Bequest,"$4,000,000 "
2015,Anonymous,,,"Lake Lowell High School (Winter Park, Fla.)",Florida,Education,,"$4,000,000 "
2015,David Rockefeller,New York,Family wealth,"Rockefeller State Park Preserve (Pleasantville, N.Y.)",New York,Other groups,Gift,"$4,000,000 "
2015,Lannan Foundation (J. Patrick Lannan Jr.),New Mexico,Family wealth,Georgetown U. (Washington),District of Columbia,Colleges and universities,Gift,"$4,000,000 "
2015,William Rolland,California,Real estate,California Lutheran U. (Thousand Oaks),California,Colleges and universities,GiftEstimated,"$4,000,000 "
2015,Anonymous,,,"Rutgers U. (New Brunswick, N.J.)",New Jersey,Colleges and universities,GiftChallenge,"$4,000,000 "
